# How often a word is written in English, per million words, for the twenty
# thousand commonest of them. Counts from Peter Norvig's count_1w.txt, which
# comes off the Google Web Trillion Word Corpus; turned into a rate here so
# that nothing has to divide by the size of a corpus it cannot see, and cut to
# words of three letters and up because nothing shorter is measured against it.
met	71.793
pain	71.724
xbox	71.691
particularly	71.686
factors	71.595
coffee	71.561
www	71.544
settings	71.520
cum	71.497
buyer	71.455
cultural	71.452
steve	71.409
easily	71.327
oral	71.324
ford	71.281
poster	71.232
edge	71.191
functional	71.180
root	71.133
closed	71.044
holidays	70.955
ice	70.914
pink	70.911
zealand	70.865
balance	70.821
monitoring	70.814
graduate	70.810
replies	70.782
shot	70.758
architecture	70.520
initial	70.347
label	70.325
thinking	70.280
scott	70.268
llc	70.191
sec	70.015
recommend	69.963
canon	69.959
hardcore	69.926
league	69.899
waste	69.865
minute	69.818
bus	69.788
provider	69.673
optional	69.439
dictionary	69.438
cold	69.430
accounting	69.406
manufacturing	69.342
sections	69.324
chair	69.312
fishing	69.255
effort	69.251
phase	69.242
fields	69.200
bag	69.155
fantasy	69.146
letters	69.099
motor	69.060
professor	68.987
context	68.979
install	68.867
shirt	68.866
apparel	68.860
generally	68.754
continued	68.717
foot	68.695
mass	68.633
crime	68.628
count	68.601
breast	68.581
techniques	68.486
ibm	68.454
johnson	68.354
quickly	68.288
dollars	68.245
websites	68.230
religion	68.175
claim	68.158
driving	68.070
permission	68.069
surgery	68.057
patch	68.012
heat	67.964
wild	67.906
measures	67.906
generation	67.864
kansas	67.861
miss	67.839
chemical	67.828
doctor	67.751
task	67.728
reduce	67.725
brought	67.664
himself	67.601
nor	67.593
component	67.592
enable	67.559
exercise	67.502
bug	67.456
santa	67.443
mid	67.351
guarantee	67.339
leader	67.319
diamond	67.287
israel	67.183
processes	67.078
soft	67.062
servers	66.873
alone	66.868
meetings	66.836
seconds	66.831
jones	66.818
arizona	66.794
keyword	66.728
interests	66.718
flight	66.703
congress	66.630
fuel	66.565
username	66.534
walk	66.532
fuck	66.482
produced	66.365
italian	66.341
paperback	66.338
